country,country_iso3,category,available_weight,total_category_weight,coverage_ratio,variable_count,has_primary_source,category_score,reason
Suriname,SUR,gobernanza_y_libertades,1.0,1.0,1.0,3,True,71.21,ok
Sweden,SWE,gobernanza_y_libertades,1.0,1.0,1.0,3,True,95.85,ok
Switzerland,CHE,gobernanza_y_libertades,1.0,1.0,1.0,3,True,92.94,ok
Syria,SYR,gobernanza_y_libertades,1.0,1.0,1.0,3,True,9.53,ok
Taiwan,TWN,gobernanza_y_libertades,0.75,1.0,0.75,2,True,84.85,ok
Tajikistan,TJK,gobernanza_y_libertades,1.0,1.0,1.0,3,True,19.81,ok
Tanzania,TZA,gobernanza_y_libertades,1.0,1.0,1.0,3,True,40.76,ok
Thailand,THA,gobernanza_y_libertades,1.0,1.0,1.0,3,True,37.54,ok
Timor-Leste,TLS,gobernanza_y_libertades,0.4,1.0,0.4,1,True,71.0,ok
Togo,TGO,gobernanza_y_libertades,1.0,1.0,1.0,3,True,45.56,ok
Tonga,TON,gobernanza_y_libertades,0.75,1.0,0.75,2,True,75.4,ok
Trinidad and Tobago,TTO,gobernanza_y_libertades,1.0,1.0,1.0,3,True,77.25,ok
Tunisia,TUN,gobernanza_y_libertades,1.0,1.0,1.0,3,True,59.0,ok
Turkey,TUR,gobernanza_y_libertades,1.0,1.0,1.0,3,True,26.7,ok
Turkmenistan,TKM,gobernanza_y_libertades,1.0,1.0,1.0,3,True,9.84,ok
Tuvalu,TUV,gobernanza_y_libertades,0.4,1.0,0.4,1,True,93.0,ok
Uganda,UGA,gobernanza_y_libertades,1.0,1.0,1.0,3,True,34.8,ok
Ukraine,UKR,gobernanza_y_libertades,1.0,1.0,1.0,3,True,58.4,ok
United Arab Emirates,ARE,gobernanza_y_libertades,1.0,1.0,1.0,3,True,32.25,ok
United Kingdom,GBR,gobernanza_y_libertades,1.0,1.0,1.0,3,True,88.37,ok
United States,USA,gobernanza_y_libertades,1.0,1.0,1.0,3,True,81.27,ok
Uruguay,URY,gobernanza_y_libertades,1.0,1.0,1.0,3,True,86.54,ok
Uzbekistan,UZB,gobernanza_y_libertades,1.0,1.0,1.0,3,True,22.89,ok
Vanuatu,VUT,gobernanza_y_libertades,0.4,1.0,0.4,1,True,82.0,ok
Vatican,VAT,gobernanza_y_libertades,0.0,1.0,0.0,0,False,-1.0,no_data
Venezuela,VEN,gobernanza_y_libertades,1.0,1.0,1.0,3,True,19.35,ok
Vietnam,VNM,gobernanza_y_libertades,1.0,1.0,1.0,3,True,23.95,ok
Yemen,YEM,gobernanza_y_libertades,1.0,1.0,1.0,3,True,15.87,ok
Zambia,ZMB,gobernanza_y_libertades,1.0,1.0,1.0,3,True,50.09,ok
Zimbabwe,ZWE,gobernanza_y_libertades,1.0,1.0,1.0,3,True,30.38,ok
Afghanistan,AFG,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,71.07,ok
Albania,ALB,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,75.05,ok
Algeria,DZA,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,60.38,ok
Andorra,AND,medioambiente_y_sostenibilidad,0.65,1.0,0.65,3,True,78.29,ok
Angola,AGO,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,74.93,ok
Antigua and Barbuda,ATG,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Argentina,ARG,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,79.22,ok
Armenia,ARM,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,77.07,ok
Aruba,ABW,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,14.48,ok
Australia,AUS,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,68.66,ok
Austria,AUT,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,70.27,ok
Azerbaijan,AZE,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,67.06,ok
Bahamas,BHS,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,63.09,ok
Bahrain,BHR,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,23.3,ok
Bangladesh,BGD,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,74.15,ok
Barbados,BRB,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,67.54,ok
Belarus,BLR,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,79.22,ok
Belgium,BEL,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,67.91,ok
Belize,BLZ,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,66.46,ok
Benin,BEN,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,72.21,ok
Bhutan,BTN,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,87.9,ok
Bolivia,BOL,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,79.72,ok
Bosnia and Herzegovina,BIH,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,66.08,ok
Bosnia-Herzegovina,BIH,medioambiente_y_sostenibilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Botswana,BWA,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,80.57,ok
Brazil,BRA,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,80.57,ok
Brunei,BRN,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,40.57,ok
Bulgaria,BGR,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,71.35,ok
Burkina Faso,BFA,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,76.15,ok
Burundi,BDI,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,73.67,ok
Cambodia,KHM,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,72.34,ok
Cameroon,CMR,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,72.87,ok
Canada,CAN,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,65.14,ok
Cape Verde,CPV,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,85.84,ok
Central African Republic,CAF,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,69.89,ok
Chad,TCD,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,68.19,ok
Chile,CHL,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,69.03,ok
China,CHN,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,47.69,ok
Colombia,COL,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,73.15,ok
Comoros,COM,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,82.07,ok
Congo-Brazzaville,COG,medioambiente_y_sostenibilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Costa Rica,CRI,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,74.5,ok
Croatia,HRV,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,73.66,ok
Cuba,CUB,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,73.39,ok
Cyprus,CYP,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,67.5,ok
Czechia,CZE,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,66.05,ok
Côte d'Ivoire,CIV,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,84.08,ok
Democratic Republic of the Congo,COD,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,65.62,ok
Denmark,DNK,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,79.37,ok
Djibouti,DJI,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,70.98,ok
Dominica,DMA,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Dominican Republic,DOM,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,55.22,ok
East Timor,TLS,medioambiente_y_sostenibilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Ecuador,ECU,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,75.71,ok
Egypt,EGY,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,66.35,ok
El Salvador,SLV,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,57.56,ok
Equatorial Guinea,GNQ,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,84.03,ok
Eritrea,ERI,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,65.36,ok
Estonia,EST,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,77.07,ok
Eswatini,SWZ,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,78.45,ok
Ethiopia,ETH,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,66.65,ok
Fiji,FJI,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,80.34,ok
Finland,FIN,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,82.08,ok
France,FRA,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,72.92,ok
Gabon,GAB,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,69.57,ok
Gambia,GMB,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,46.04,ok
Georgia,GEO,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,84.94,ok
Germany,DEU,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,72.29,ok
Ghana,GHA,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,75.97,ok
Greece,GRC,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,68.12,ok
Grenada,GRD,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Guatemala,GTM,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,65.83,ok
Guinea,GIN,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,74.81,ok
Guinea-Bissau,GNB,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,48.52,ok
Guyana,GUY,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,84.71,ok
Haiti,HTI,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,52.29,ok
Honduras,HND,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,72.93,ok
Hong Kong,HKG,medioambiente_y_sostenibilidad,0.3,1.0,0.3,2,False,58.4,ok
Hungary,HUN,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,71.23,ok
Iceland,ISL,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,74.17,ok
India,IND,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,42.81,ok
Indonesia,IDN,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,69.97,ok
Iran,IRN,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,54.31,ok
Iraq,IRQ,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,51.4,ok
Ireland,IRL,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,73.11,ok
Israel,ISR,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,61.13,ok
Italy,ITA,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,68.99,ok
Ivory Coast,CIV,medioambiente_y_sostenibilidad,0.35,1.0,0.35,1,True,68.8,ok
Jamaica,JAM,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,56.57,ok
Japan,JPN,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,71.06,ok
Jordan,JOR,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,64.79,ok
Kazakhstan,KAZ,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,59.33,ok
Kenya,KEN,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,67.7,ok
Kiribati,KIR,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Kosovo,XKX,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Kuwait,KWT,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,24.25,ok
Kyrgyzstan,KGZ,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,73.49,ok
Laos,LAO,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,77.97,ok
Latvia,LVA,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,81.27,ok
Lebanon,LBN,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,63.0,ok
Lesotho,LSO,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,62.17,ok
Liberia,LBR,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,76.3,ok
Libya,LBY,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,59.75,ok
Liechtenstein,LIE,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Lithuania,LTU,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,77.69,ok
Luxembourg,LUX,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,65.91,ok
Macao,MAC,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Madagascar,MDG,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,84.1,ok
Malawi,MWI,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,77.84,ok
Malaysia,MYS,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,58.46,ok
Maldives,MDV,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,84.35,ok
Mali,MLI,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,67.27,ok
Malta,MLT,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,73.55,ok
Marshall Islands,MHL,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Mauritania,MRT,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,42.56,ok
Mauritius,MUS,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,73.89,ok
Mexico,MEX,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,66.95,ok
Micronesia,FSM,medioambiente_y_sostenibilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Moldova,MDA,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,75.09,ok
Monaco,MCO,medioambiente_y_sostenibilidad,0.35,1.0,0.35,1,True,80.25,ok
Mongolia,MNG,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,61.38,ok
Montenegro,MNE,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,73.01,ok
Morocco,MAR,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,74.42,ok
Morocco / Western Sahara,MAR,medioambiente_y_sostenibilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Mozambique,MOZ,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,81.84,ok
Myanmar,MMR,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,82.89,ok
Namibia,NAM,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,80.03,ok
Nauru,NRU,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Nepal,NPL,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,59.22,ok
Netherlands,NLD,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,73.17,ok
New Zealand,NZL,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,79.9,ok
Nicaragua,NIC,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,72.34,ok
Niger,NER,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,69.06,ok
Nigeria,NGA,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,60.7,ok
North Korea,PRK,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
North Macedonia,MKD,medioambiente_y_sostenibilidad,0.65,1.0,0.65,3,True,66.25,ok
Northern Cyprus,CTU,medioambiente_y_sostenibilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Norway,NOR,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,75.93,ok
OECS,CSS,medioambiente_y_sostenibilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Oman,OMN,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,28.35,ok
Pakistan,PAK,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,43.77,ok
Palau,PLW,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,76.72,ok
Palestinian Territories,PSE,medioambiente_y_sostenibilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Panama,PAN,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,68.99,ok
Papua New Guinea,PNG,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,85.15,ok
Paraguay,PRY,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,78.03,ok
Peru,PER,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,78.69,ok
Philippines,PHL,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,70.32,ok
Poland,POL,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,73.36,ok
Portugal,PRT,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,81.22,ok
Puerto Rico,PRI,medioambiente_y_sostenibilidad,0.3,1.0,0.3,2,False,74.54,ok
Qatar,QAT,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,24.87,ok
Republic of the Congo,COG,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,70.42,ok
Romania,ROU,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,71.82,ok
Russia,RUS,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,69.24,ok
Rwanda,RWA,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,67.13,ok
Saint Kitts and Nevis,KNA,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,55.02,ok
Saint Lucia,LCA,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,65.08,ok
Saint Vincent and the Grenadines,VCT,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Samoa,WSM,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
San Marino,SMR,medioambiente_y_sostenibilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Sao Tome and Principe,STP,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,79.05,ok
Saudi Arabia,SAU,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,23.28,ok
Senegal,SEN,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,46.25,ok
Serbia,SRB,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,66.89,ok
Seychelles,SYC,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,87.79,ok
Sierra Leone,SLE,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,78.21,ok
Singapore,SGP,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,59.67,ok
Slovakia,SVK,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,67.56,ok
Slovenia,SVN,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,64.89,ok
Solomon Islands,SLB,medioambiente_y_sostenibilidad,0.5,1.0,0.5,2,True,99.43,ok
Somalia,SOM,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,72.46,ok
South Africa,ZAF,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,57.52,ok
South Korea,KOR,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,37.92,ok
South Sudan,SSD,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,69.03,ok
Spain,ESP,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,79.32,ok
Sri Lanka,LKA,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,77.29,ok
Sudan,SDN,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,69.19,ok
Suriname,SUR,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,79.39,ok
Sweden,SWE,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,83.51,ok
Switzerland,CHE,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,75.32,ok
Syria,SYR,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,70.89,ok
Taiwan,TWN,medioambiente_y_sostenibilidad,0.3,1.0,0.3,2,False,42.09,ok
Tajikistan,TJK,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,62.89,ok
Tanzania,TZA,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,76.25,ok
Thailand,THA,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,71.44,ok
Timor-Leste,TLS,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Togo,TGO,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,77.44,ok
Tonga,TON,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Trinidad and Tobago,TTO,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,48.15,ok
Tunisia,TUN,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,74.89,ok
Turkey,TUR,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,71.64,ok
Turkmenistan,TKM,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,41.8,ok
Tuvalu,TUV,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Uganda,UGA,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,69.16,ok
Ukraine,UKR,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,73.62,ok
United Arab Emirates,ARE,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,28.85,ok
United Kingdom,GBR,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,78.23,ok
United States,USA,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,60.05,ok
Uruguay,URY,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,83.91,ok
Uzbekistan,UZB,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,55.91,ok
Vanuatu,VUT,medioambiente_y_sostenibilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Vatican,VAT,medioambiente_y_sostenibilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Venezuela,VEN,medioambiente_y_sostenibilidad,0.65,1.0,0.65,3,True,67.77,ok
Vietnam,VNM,medioambiente_y_sostenibilidad,1.0,1.0,1.0,4,True,64.36,ok
Yemen,YEM,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,41.85,ok
Zambia,ZMB,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,82.03,ok
Zimbabwe,ZWE,medioambiente_y_sostenibilidad,0.85,1.0,0.85,3,True,79.89,ok
Afghanistan,AFG,migracion_y_movilidad,1.0,1.0,1.0,3,True,5.8,ok
Albania,ALB,migracion_y_movilidad,1.0,1.0,1.0,3,True,43.57,ok
Algeria,DZA,migracion_y_movilidad,1.0,1.0,1.0,3,True,14.1,ok
Andorra,AND,migracion_y_movilidad,1.0,1.0,1.0,3,True,80.95,ok
Angola,AGO,migracion_y_movilidad,1.0,1.0,1.0,3,True,10.87,ok
Antigua and Barbuda,ATG,migracion_y_movilidad,1.0,1.0,1.0,3,True,67.38,ok
Argentina,ARG,migracion_y_movilidad,1.0,1.0,1.0,3,True,67.06,ok
Armenia,ARM,migracion_y_movilidad,1.0,1.0,1.0,3,True,19.33,ok
Aruba,ABW,migracion_y_movilidad,0.15,1.0,0.15,1,False,-1.0,insufficient_coverage
Australia,AUS,migracion_y_movilidad,1.0,1.0,1.0,3,True,81.41,ok
Austria,AUT,migracion_y_movilidad,1.0,1.0,1.0,3,True,82.01,ok
Azerbaijan,AZE,migracion_y_movilidad,1.0,1.0,1.0,3,True,19.66,ok
Bahamas,BHS,migracion_y_movilidad,1.0,1.0,1.0,3,True,65.58,ok
Bahrain,BHR,migracion_y_movilidad,1.0,1.0,1.0,3,True,42.76,ok
Bangladesh,BGD,migracion_y_movilidad,1.0,1.0,1.0,3,True,6.1,ok
Barbados,BRB,migracion_y_movilidad,1.0,1.0,1.0,3,True,67.0,ok
Belarus,BLR,migracion_y_movilidad,1.0,1.0,1.0,3,True,26.68,ok
Belgium,BEL,migracion_y_movilidad,1.0,1.0,1.0,3,True,81.8,ok
Belize,BLZ,migracion_y_movilidad,1.0,1.0,1.0,3,True,37.01,ok
Benin,BEN,migracion_y_movilidad,1.0,1.0,1.0,3,True,19.13,ok
Bhutan,BTN,migracion_y_movilidad,1.0,1.0,1.0,3,True,12.37,ok
Bolivia,BOL,migracion_y_movilidad,1.0,1.0,1.0,3,True,23.79,ok
Bosnia and Herzegovina,BIH,migracion_y_movilidad,1.0,1.0,1.0,3,True,43.72,ok
Bosnia-Herzegovina,BIH,migracion_y_movilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Botswana,BWA,migracion_y_movilidad,1.0,1.0,1.0,3,True,25.95,ok
Brazil,BRA,migracion_y_movilidad,1.0,1.0,1.0,3,True,65.61,ok
Brunei,BRN,migracion_y_movilidad,1.0,1.0,1.0,3,True,69.13,ok
Bulgaria,BGR,migracion_y_movilidad,1.0,1.0,1.0,3,True,74.09,ok
Burkina Faso,BFA,migracion_y_movilidad,1.0,1.0,1.0,3,True,15.25,ok
Burundi,BDI,migracion_y_movilidad,1.0,1.0,1.0,3,True,10.96,ok
Cambodia,KHM,migracion_y_movilidad,1.0,1.0,1.0,3,True,10.69,ok
Cameroon,CMR,migracion_y_movilidad,1.0,1.0,1.0,3,True,10.45,ok
Canada,CAN,migracion_y_movilidad,1.0,1.0,1.0,3,True,78.12,ok
Cape Verde,CPV,migracion_y_movilidad,1.0,1.0,1.0,3,True,18.36,ok
Central African Republic,CAF,migracion_y_movilidad,1.0,1.0,1.0,3,True,10.77,ok
Chad,TCD,migracion_y_movilidad,1.0,1.0,1.0,3,True,12.19,ok
Chile,CHL,migracion_y_movilidad,1.0,1.0,1.0,3,True,70.41,ok
China,CHN,migracion_y_movilidad,1.0,1.0,1.0,3,True,25.56,ok
Colombia,COL,migracion_y_movilidad,1.0,1.0,1.0,3,True,48.76,ok
Comoros,COM,migracion_y_movilidad,1.0,1.0,1.0,3,True,11.77,ok
Congo-Brazzaville,COG,migracion_y_movilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Costa Rica,CRI,migracion_y_movilidad,1.0,1.0,1.0,3,True,58.82,ok
Croatia,HRV,migracion_y_movilidad,1.0,1.0,1.0,3,True,78.7,ok
Cuba,CUB,migracion_y_movilidad,1.0,1.0,1.0,3,True,14.57,ok
Cyprus,CYP,migracion_y_movilidad,1.0,1.0,1.0,3,True,76.22,ok
Czechia,CZE,migracion_y_movilidad,1.0,1.0,1.0,3,True,77.06,ok
Côte d'Ivoire,CIV,migracion_y_movilidad,0.0,1.0,0.0,0,False,-1.0,no_data
Democratic Republic of the Congo,COD,migracion_y_movilidad,1.0,1.0,1.0,3,True,8.02,ok
Denmark,DNK,migracion_y_movilidad,1.0,1.0,1.0,3,True,80.54,ok
Djibouti,DJI,migracion_y_movilidad,1.0,1.0,1.0,3,True,12.55,ok
Dominica,DMA,migracion_y_movilidad,1.0,1.0,1.0,3,True,58.25,ok
