country,country_iso3,category,available_weight,total_category_weight,coverage_ratio,variable_count,has_primary_source,category_score,reason
Ethiopia,ETH,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,98.07,ok
Fiji,FJI,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,70.65,ok
Finland,FIN,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,34.82,ok
France,FRA,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,57.71,ok
Gabon,GAB,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,84.94,ok
Gambia,GMB,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,100.0,ok
Georgia,GEO,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,45.4,ok
Germany,DEU,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,59.83,ok
Ghana,GHA,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,81.41,ok
Greece,GRC,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,69.45,ok
Grenada,GRD,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Guatemala,GTM,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,83.6,ok
Guinea,GIN,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,93.01,ok
Guinea-Bissau,GNB,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Guyana,GUY,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,58.57,ok
Haiti,HTI,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,90.84,ok
Honduras,HND,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,88.94,ok
Hong Kong,HKG,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,6.89,ok
Hungary,HUN,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,41.79,ok
Iceland,ISL,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,53.35,ok
India,IND,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,59.18,ok
Indonesia,IDN,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,77.33,ok
Iran,IRN,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,76.59,ok
Iraq,IRQ,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,80.14,ok
Ireland,IRL,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,65.94,ok
Israel,ISR,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,27.61,ok
Italy,ITA,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,56.99,ok
Ivory Coast,CIV,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,86.46,ok
Jamaica,JAM,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,71.43,ok
Japan,JPN,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,55.02,ok
Jordan,JOR,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,81.39,ok
Kazakhstan,KAZ,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,58.26,ok
Kenya,KEN,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,88.59,ok
Kiribati,KIR,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Kosovo,XKX,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Kuwait,KWT,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,43.15,ok
Kyrgyzstan,KGZ,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,70.94,ok
Laos,LAO,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,92.77,ok
Latvia,LVA,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,40.94,ok
Lebanon,LBN,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,75.89,ok
Lesotho,LSO,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,78.71,ok
Liberia,LBR,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,23.55,ok
Libya,LBY,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,74.12,ok
Liechtenstein,LIE,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,64.41,ok
Lithuania,LTU,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,32.33,ok
Luxembourg,LUX,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,46.89,ok
Macao,MAC,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Madagascar,MDG,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,98.78,ok
Malawi,MWI,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,100.0,ok
Malaysia,MYS,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,78.7,ok
Maldives,MDV,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,70.42,ok
Mali,MLI,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,48.41,ok
Malta,MLT,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,51.32,ok
Marshall Islands,MHL,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,40.93,ok
Mauritania,MRT,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,95.64,ok
Mauritius,MUS,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,82.62,ok
Mexico,MEX,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,73.4,ok
Micronesia,FSM,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Moldova,MDA,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,43.62,ok
Monaco,MCO,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,51.47,ok
Mongolia,MNG,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,27.38,ok
Montenegro,MNE,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,62.37,ok
Morocco,MAR,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,88.92,ok
Morocco / Western Sahara,MAR,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Mozambique,MOZ,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,98.31,ok
Myanmar,MMR,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,90.68,ok
Namibia,NAM,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,77.83,ok
Nauru,NRU,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Nepal,NPL,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,93.5,ok
Netherlands,NLD,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,62.1,ok
New Zealand,NZL,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,59.63,ok
Nicaragua,NIC,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,69.67,ok
Niger,NER,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,0.0,ok
Nigeria,NGA,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,85.62,ok
North Korea,PRK,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
North Macedonia,MKD,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,72.25,ok
Northern Cyprus,CTU,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Norway,NOR,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,47.07,ok
OECS,CSS,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Oman,OMN,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,91.27,ok
Pakistan,PAK,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,81.04,ok
Palau,PLW,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Palestinian Territories,PSE,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Panama,PAN,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,54.23,ok
Papua New Guinea,PNG,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,73.79,ok
Paraguay,PRY,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,74.69,ok
Peru,PER,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,83.43,ok
Philippines,PHL,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,75.53,ok
Poland,POL,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,42.97,ok
Portugal,PRT,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,72.98,ok
Puerto Rico,PRI,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,65.27,ok
Qatar,QAT,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,65.91,ok
Republic of the Congo,COG,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,89.97,ok
Romania,ROU,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,34.41,ok
Russia,RUS,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,26.58,ok
Rwanda,RWA,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,81.64,ok
Saint Kitts and Nevis,KNA,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Saint Lucia,LCA,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,75.42,ok
Saint Vincent and the Grenadines,VCT,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Samoa,WSM,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,52.71,ok
San Marino,SMR,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,77.12,ok
Sao Tome and Principe,STP,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Saudi Arabia,SAU,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,88.24,ok
Senegal,SEN,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,82.91,ok
Serbia,SRB,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,68.66,ok
Seychelles,SYC,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,93.82,ok
Sierra Leone,SLE,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,89.75,ok
Singapore,SGP,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,32.84,ok
Slovakia,SVK,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,39.99,ok
Slovenia,SVN,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,65.34,ok
Solomon Islands,SLB,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,100.0,ok
Somalia,SOM,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,68.0,ok
South Africa,ZAF,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,68.01,ok
South Korea,KOR,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,34.67,ok
South Sudan,SSD,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,96.41,ok
Spain,ESP,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,70.92,ok
Sri Lanka,LKA,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,43.48,ok
Sudan,SDN,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,95.31,ok
Suriname,SUR,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,53.92,ok
Sweden,SWE,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,49.42,ok
Switzerland,CHE,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,50.9,ok
Syria,SYR,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,97.31,ok
Taiwan,TWN,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,49.07,ok
Tajikistan,TJK,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,82.84,ok
Tanzania,TZA,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,87.7,ok
Thailand,THA,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,67.36,ok
Timor-Leste,TLS,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,93.79,ok
Togo,TGO,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,87.46,ok
Tonga,TON,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Trinidad and Tobago,TTO,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Tunisia,TUN,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,91.53,ok
Turkey,TUR,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,53.65,ok
Turkmenistan,TKM,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,88.57,ok
Tuvalu,TUV,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Uganda,UGA,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,96.24,ok
Ukraine,UKR,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,35.37,ok
United Arab Emirates,ARE,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,60.29,ok
United Kingdom,GBR,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,56.67,ok
United States,USA,vivienda_y_urbanismo,1.0,1.0,1.0,6,True,66.55,ok
Uruguay,URY,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,69.49,ok
Uzbekistan,UZB,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,69.52,ok
Vanuatu,VUT,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,78.02,ok
Vatican,VAT,vivienda_y_urbanismo,0.0,1.0,0.0,0,False,-1.0,no_data
Venezuela,VEN,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,63.83,ok
Vietnam,VNM,vivienda_y_urbanismo,0.8,1.0,0.8,3,True,41.62,ok
Yemen,YEM,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,83.09,ok
Zambia,ZMB,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,91.5,ok
Zimbabwe,ZWE,vivienda_y_urbanismo,0.5,1.0,0.5,2,True,98.52,ok
